ols,ridge,lasso,elastic,knn_5,knn_10,knn_15,random_forest,gradient_boosting,SuperLearner
0.6782355173724184,0.6706937244493654,0.7221564367986248,0.7318806408039056,0.6032950852183678,0.5092786300310193,0.48442690470411987,0.7115498930121235,0.73458032441539,0.7111327439269208
0.773679510219583,0.7736170669237687,0.7239136893263312,0.7619718358810432,0.4382707654465723,0.4904943270824451,0.39974213178392903,0.540919035527478,0.6967174338839435,0.772237414083885
0.7697043562805981,0.7749662316317147,0.7558978859904238,0.7793398947861782,0.6297961288220207,0.5638057655395393,0.5667095482362835,0.7805178391829166,0.8745628474480736,0.8279971141631262
0.5154279013485653,0.5181127395754189,0.5245167898160489,0.5384700627180887,0.3987260649068919,0.370557813475907,0.34468857530693364,0.43839380150792917,0.29858553000398835,0.4199312382733539
0.8604861240890638,0.85910920097304,0.8386079304744185,0.8542619690716531,0.6552596848959412,0.6637777803702962,0.6009064918084535,0.7547921717708768,0.7095812971800997,0.8502600045169457
0.47077610411351256,0.47501515414967543,0.5328004162244249,0.5254372869045247,0.17721164009643398,0.2537485422341943,0.40320621977276705,0.432626664112975,0.6276054651105563,0.5340646535928528
0.7873628638855177,0.7881583906446785,0.713816377758484,0.7557745191769017,0.5753783745540305,0.42398003279953245,0.4293465444188618,0.5433414447893762,0.7617644985664935,0.7764162055469006
0.5946521526350328,0.5902195067794949,0.6655403985662716,0.6480978600962968,0.3297758792153198,0.3351764456383528,0.29575006547452054,0.5390466191851565,0.594630491690317,0.6007860679841753
0.5801425135436018,0.6138568379425933,0.6097665668032841,0.6376462419334847,0.5458190653725103,0.4644932303249233,0.5089862092378231,0.6528636794173643,0.7103007328571289,0.7569295058911971
0.7134649412414487,0.7122412172043482,0.6218722236844985,0.6581612539413375,0.37630763874332296,0.3468418178879551,0.32677254261685096,0.390436339139149,0.5302421728249858,0.6285271671691333
0.7388744088878747,0.734855575876322,0.6444799786442725,0.6974605503368307,0.6301934495159494,0.553755899226984,0.4424837590781896,0.7092084562689032,0.7711191384034068,0.7831201429359038
0.7709191004426059,0.7699810514892647,0.7319716954576253,0.7546250202749548,0.5301737076115377,0.576637136687925,0.5735590405081811,0.5977535462389685,0.7058400272392165,0.8138796984391743
0.5838319528136164,0.5873043361810174,0.6068012918531095,0.6205887856514359,0.32613035215150765,0.2753748982698022,0.24045978965628967,0.5937244306592246,0.6024276707132165,0.6429166150413813
0.48926068660630306,0.48632914243031977,0.556694904787034,0.5334623075600791,0.29716174912818527,0.2793332107025954,0.32665932159790023,0.4938432624468361,0.5530885152557476,0.549795538323965
0.7571069761991363,0.7588937498871764,0.7536437313873863,0.7807651810217568,0.5729792790337782,0.5342893408393811,0.4882956360114393,0.49044409876820283,0.5175473353428137,0.7244663774325292
0.6151782900981682,0.6390744182503572,0.6885382252425734,0.6894420894665132,0.5249795157625943,0.6465300959572746,0.5715938225747497,0.8047678432159022,0.8431950745887593,0.7902060187349118
0.5415726064507124,0.5524752791006169,0.5764714663022741,0.5914652936244331,0.5215409162320406,0.46739069142155376,0.40071239017002147,0.7099542533159786,0.7418918540490054,0.7103821845545504
0.8304448860242776,0.8377694289267038,0.8228865637922387,0.8453072127013035,0.7052254018862147,0.6221588610209404,0.6538938332285724,0.8084983233524398,0.8740748371454041,0.8607662884929199
0.7225748714160638,0.7303945111399557,0.7562608934466676,0.760697563438868,0.6831131805938545,0.5405853532902156,0.4685793306218743,0.5237462636608621,0.5873167813539388,0.7644865234350218
0.7126053129141844,0.715955031929676,0.6725166259070114,0.7062437835642936,0.5300633919161909,0.26976086132410493,0.3516182820144804,0.7224384421623424,0.7468384739235576,0.7575197562365696
0.70362140659425,0.721234983386863,0.7654594535786267,0.7670950225326967,0.5685314396638618,0.45936086946492705,0.48633472726485283,0.7253065791484133,0.7433213876275192,0.7580795984230124
0.7173516949842249,0.7195289055441012,0.7049503525903772,0.731510008401107,0.3978057425096517,0.3913491191854874,0.4469799250641281,0.6321010398180418,0.6506445832328627,0.7075619226711312
0.7960937540963975,0.8058726178356446,0.7488468779807981,0.7834886355385684,0.6744473352994323,0.6186811511760357,0.6218180239918238,0.6831862381077245,0.7254817401581845,0.8060791686035139
0.7104883242851346,0.7110316112170754,0.6575329493662013,0.7077206749037837,0.4101062529161287,0.3834385263426171,0.41769909401137695,0.6638551995065659,0.7108019870902056,0.7289866204847149
0.8631938098895314,0.8692936499279925,0.8687292802921832,0.8831724001292661,0.7294406160781047,0.6710564111378291,0.6347103496235749,0.7895894659920096,0.8383823593867404,0.8683276177428847
0.8133411110124651,0.8137837839315352,0.7694033760303404,0.7909881364098121,0.6667058171483996,0.5180693915533923,0.47383171547371017,0.7234916054389342,0.7837349340339592,0.807737038268822
0.7960135413193963,0.7853067284743348,0.7484330425014227,0.7640173714701424,0.5112163410129096,0.5878053861356214,0.44372398357907594,0.6605577834765328,0.7955168117250287,0.8288708294253498
0.7588512195641571,0.7798891114728757,0.8149544761743558,0.8174442343357353,0.38113591052799567,0.5165690395082814,0.4818068920629106,0.6592881273778888,0.776250053701065,0.8459743927253085
0.5000953252266769,0.5107461932944795,0.489970846051605,0.5064703679566755,0.5402177002409791,0.5704428734103184,0.4661751790885371,0.2950489745196432,0.514875065290012,0.5557081339734098
0.7696444498269033,0.7656938131521502,0.7674377199909135,0.782524828865531,0.4956515592121973,0.48876758903813033,0.4818899962182204,0.7725150280130915,0.8077729351686322,0.8465936383530724
0.8061603629411132,0.7825300155185704,0.7143395269628396,0.7554571592516425,0.5581524788477263,0.47046193679030057,0.4797564206354916,0.6676392751467397,0.6293216705405179,0.7231369042540003
0.8375950800822454,0.8320839783329256,0.7658704848677,0.7973540695572581,0.4527236195733555,0.42188054980614087,0.3050995720670605,0.7456448651019325,0.8097508861713898,0.8498487814592561
0.6024212598186098,0.6158867916367965,0.635596000520813,0.6294482980887147,0.4570689841350919,0.45340629924691644,0.45147835359808397,0.7541204926856209,0.8024345878336916,0.715369262609453
0.549751278646684,0.5704749248301371,0.5924587629177627,0.5986614590234285,0.5393683750208936,0.5810665416796874,0.5459962111231073,0.5823891747915617,0.5557595757480958,0.627215920504173
0.8580458799782517,0.853852071351245,0.773160308347143,0.8159632809273832,0.5827864034415006,0.5287184888610661,0.47247050425289205,0.6886108420991334,0.7865662106921947,0.8698349711749714
0.8613718030224571,0.8556554917449307,0.7957716357760944,0.8202305705765078,0.6365705965991459,0.6344291902785828,0.5993913107248072,0.790615194397627,0.8014672498119132,0.8501895156246158
0.6383253290032356,0.621336250705497,0.6106686088234586,0.6329374768961707,0.5048271615057806,0.3501647548120319,0.32237693962668357,0.5513818943428308,0.6218568488942238,0.6717690799455729
0.8264034875048487,0.8340828725499503,0.8309007207607048,0.8521733077999818,0.7066569125454739,0.6524597985117107,0.5822270577957459,0.750457971768832,0.7533289775873733,0.8657371697998428
0.6062430069978709,0.6015951308599561,0.5533388396572925,0.5749401795244835,0.4774188110483881,0.3950825708875908,0.34794029123794423,0.42793247280884583,0.5098074674724299,0.6016197882426071
0.7369835889795306,0.7266819182179063,0.67849753093178,0.6950834905211425,0.3779921938869186,0.39373276082804887,0.4392940650898043,0.3855248204550973,0.4939831839722284,0.6396966707170675
0.6311093664156928,0.6343312705775206,0.6533992938350552,0.6619256438009222,0.4431730630231191,0.5176239004112617,0.5297696261276892,0.6745462027071059,0.7409130222084114,0.7214251088564
0.7251601222083911,0.727342121920173,0.722843067445439,0.7489626347999843,0.3919174306182003,0.460973714469072,0.3996349631987186,0.6700829856587622,0.7634016088630644,0.7287313984622908
0.7713313041153296,0.7815049583605926,0.7886548308912992,0.798342083761193,0.6367636131495283,0.6367687298215725,0.5997457917178942,0.7123170406942178,0.7685709277149282,0.8253034199749751
0.7400738233252794,0.7474295800752575,0.7325397260968997,0.7561485798044677,0.658749884772955,0.5298878118194932,0.5755548707442629,0.6781391358915398,0.7821659274136914,0.8257047835983651
0.6420540428904292,0.6584997995666522,0.7071490307080102,0.7000635735669475,0.4369124828874936,0.41572888024107135,0.4483335704945507,0.7129842280876613,0.7835292148179408,0.770455350878455
0.8792126465367691,0.9017915752235944,0.7939147558145089,0.8697359525722,0.6027289848691281,0.4862540664100905,0.3920370712883089,0.6537336493749646,0.755045049481375,0.8948695425347626
0.4562750515223498,0.46817181654708684,0.46103044179958685,0.48519482428856897,0.5298559954771747,0.409246043878562,0.38789559741461155,0.5222719301019498,0.5842834395428078,0.5851066678425328
0.4894026501501224,0.4938337370944915,0.48610601553386146,0.49867533683058074,0.36220386994741816,0.19516816080634092,0.24417495950013057,0.48008246607516136,0.6805002241840125,0.6307291924590221
0.7457783427081739,0.7337701491370494,0.7042616956338479,0.7259500287911282,0.5323404842394448,0.45150914872529113,0.34288271551233784,0.7726516816660662,0.8172563672802275,0.8242640891401544
0.6483884187407003,0.6220014607081028,0.6046129514221283,0.644224558493109,0.3064140861508764,0.3518300157562818,0.23512228739057717,0.5768265720908645,0.6129622250130504,0.5891560763669139
0.5677428527188251,0.5426114881904063,0.5057108993231761,0.5257917689146312,0.3191418886889885,0.2930872123912792,0.21333124887116806,0.6291174814134952,0.6874529314423727,0.6084995648961378
0.7560980752754474,0.7592104725302052,0.7096769262106223,0.743667873645443,0.3087593561892401,0.3230655638031831,0.35395260916724824,0.4693215937816232,0.4409782624667833,0.7266118827057311
0.6692577722141241,0.6926500755995056,0.7016686136745482,0.7188231829769225,0.7937825868402073,0.6389534786297211,0.5736541780666381,0.7902286533928645,0.8082519417195629,0.8144507842821221
0.7281003985309871,0.7484571906494975,0.7999048464659966,0.8005482365133181,0.586461274981279,0.5560377889464734,0.508116848706768,0.7524533850525698,0.8467008941620295,0.8429099468454611
0.6220824150701099,0.6166442736368745,0.531792521763821,0.5762687625890748,0.3470699264239304,0.23149234940781938,0.40850901969696096,0.6958868135662155,0.7535275304955485,0.6541829363688476
0.7365179936011923,0.7735628151963037,0.8240970418427597,0.8245029765859334,0.715355646166858,0.6297115256564954,0.602537427246812,0.8008371459844943,0.7508857018326557,0.8270900583155509
0.5185542138968213,0.5254337696929906,0.5902160390332769,0.5726076861972335,0.43686353090411745,0.5482313023195067,0.4470987188515545,0.591405494678446,0.6168199952378651,0.6375064773877153
0.7461473084154092,0.7466275588086001,0.6929409702593767,0.739730612731661,0.28097615458713865,0.3556889897034251,0.38748462194185096,0.46465077298630675,0.5344628135627558,0.7153031566318235
0.6446780923115571,0.6275120487542591,0.5963789328327402,0.6284348766172259,0.17216676593616764,0.399621817252355,0.3631148308873463,0.5783429814090977,0.6458035300662459,0.6898014616439042
0.7900984039331914,0.7901453912264619,0.7894253525574173,0.7897602522179394,0.6556712028332023,0.6051829903505512,0.43096944771297985,0.7037833207382173,0.7774069728192988,0.8197596879044583
0.44286710730324397,0.468298916414674,0.5106322302477032,0.5118504496476135,0.32196536803129483,0.3805014670323247,0.4193008364514792,0.4236265608730637,0.4646294880189725,0.5365814880103945
0.7965601612185955,0.793021676244807,0.7428874427017402,0.7738046483699612,0.6505720723787733,0.5263347450256406,0.5228084806422156,0.7412996339210721,0.791441501019342,0.80817175638184
0.7309091074109385,0.7174631458535865,0.6731359049130152,0.6927197110373409,0.5416125209787441,0.43998132516197397,0.42288265034676564,0.741308157578832,0.7353973826728124,0.7488514598469702
0.8412804348040991,0.8109183109050817,0.7479305075620497,0.7824583105096097,0.5243200972719021,0.40659677237431324,0.41188056276084395,0.6325340736589351,0.6723491633390668,0.7081324406146476
0.8105181375922764,0.8211245411611439,0.7936303060014898,0.8220006065003725,0.6865381102494076,0.4795984393185335,0.5334137644932007,0.6566985782282294,0.8526432689519063,0.8839229365124515
0.7986793053969339,0.7917655120386148,0.7659928435491361,0.7894802036878159,0.2862353289451336,0.3671727633757861,0.3149042170592401,0.5997416444413611,0.6733243124064943,0.7817286440252542
0.6933140252322312,0.6879026027368877,0.6298415085742443,0.6432300503910419,0.5549559204671146,0.4309743238904671,0.40075170179843556,0.48323477347571875,0.5434311417549995,0.6158401435296247
0.4357635922909554,0.4297906024293574,0.45261703058204705,0.45709099229843964,0.07174762880052232,0.18018660103154982,0.24349396403185897,0.26549472025686427,0.6399167772933249,0.4883123650330595
0.4657135950323714,0.48404764109650966,0.5071650872369611,0.5074268996122808,0.33713774041305267,0.30150804148869326,0.29986403644939674,0.5860156797880256,0.675340418172325,0.5758351626707551
0.5111574163963098,0.5406006054662043,0.6195883356742871,0.601357565505712,0.5274466014867376,0.5931871913291743,0.5406161098848068,0.6585227637312037,0.7064380580214453,0.7389205269132972
0.709501545881377,0.6799833547539268,0.6497970498361594,0.6636800810615158,0.3932833281131797,0.46144814778869436,0.3543554531088936,0.6126126560432487,0.6996682472937763,0.6134562789567901
0.6829591343891015,0.6732296582242036,0.6162092088680104,0.6377755937307844,0.40429011931992664,0.5143356281088352,0.422381085727213,0.5776276923078061,0.6063179017523221,0.6872386357302442
0.6180952671157414,0.6359410807912023,0.6734365659692558,0.6802448212289876,0.42665483513436797,0.3852544058359756,0.45549426830994866,0.5833913238285439,0.6646561794747443,0.6846312207021056
