osl,ridge,lasso,enet,knn_5,knn_10,knn_15,SuperLearner
0.7392791642435672,0.7393798314724465,0.6753374164912955,0.7317004651274671,0.5135024603105638,0.5526703914616027,0.5429828793462766,0.7304908385067654
0.7239057994313263,0.7239067284335363,0.6743015946190271,0.7167616324785018,0.5331939636139825,0.5479151743233269,0.5397117291425769,0.7229315087085018
0.7337389057209325,0.7336181550845292,0.6829145518111297,0.7247924795971938,0.5245354057586429,0.5476850972787097,0.5340439065176386,0.7156280790572621
0.707206272538639,0.7073154711622772,0.6473021282489473,0.700292920083083,0.4815573831881276,0.4776702051321057,0.4981121299801028,0.7004954798659448
0.7512555699054108,0.7515486033944881,0.7000879925766146,0.749123392388784,0.5165609225545171,0.5529620672126235,0.531105991000159,0.7527398768159255
0.7673263862356672,0.7674567303850204,0.7128084690755032,0.7616902131666663,0.47888841899900625,0.5397800959056381,0.5499074061415358,0.767862870687275
0.7304529849726007,0.7309456058925962,0.7037986609044746,0.7322973588342381,0.571337906751479,0.575472401809948,0.5640479683268891,0.7322973588342381
0.7860652173559117,0.785913733237057,0.7213884968363307,0.7762684264903614,0.5678660452581896,0.5878101523928257,0.5925851249830623,0.7728824196649154
0.7801245695877419,0.7802918624516815,0.7199509693417432,0.7720483576433943,0.5910241976640638,0.6026084493676562,0.5994214846513994,0.773782196886879
0.7637032253438661,0.7639823140442279,0.6969530537042041,0.7581669955788355,0.5706940094541728,0.5798415643357777,0.5501810513588339,0.7432497744582139
0.7773949581500599,0.7774722550650282,0.713569173756123,0.7688841951600368,0.6118018273537567,0.6362463910882756,0.6009624993073528,0.7764036723445147
0.7452836452407221,0.7454530493699278,0.6922560842305503,0.7397137911886769,0.5821965760436092,0.5731681446504379,0.5589960798043695,0.7369206321592576
0.7359905157170189,0.7360438685420324,0.6772939245272924,0.7302545765437674,0.5104366045924,0.546693197352643,0.5538085368005663,0.7278924731790765
0.738670761930061,0.7387764981005006,0.6658433765249212,0.7304379650252086,0.5227761534006297,0.5196715972259194,0.5217524813886011,0.7304379650252086
0.7700662416570148,0.7697410436609837,0.694005212588661,0.7558529799181934,0.5071941792773265,0.5244998750574824,0.5112841049256431,0.7620668499886079
0.7522805720945994,0.7522759039478968,0.699401523825173,0.7448187176041277,0.5197524292593851,0.5311312284779328,0.534484675043863,0.7504167703099986
0.7214838911070897,0.7215255584727522,0.6694762642359109,0.7156253037726619,0.51588570924262,0.5438582709231052,0.5553941270057581,0.7120182941867175
0.7618583362810758,0.7615601052345602,0.6859270294525514,0.7495804458723726,0.5446849771996903,0.5766693917769878,0.5796128755720207,0.7396850525752254
0.7181375211299252,0.7181385976503876,0.660268047872292,0.7121359055414626,0.5287981508638119,0.5480512393044552,0.536614836665249,0.7155011206712225
0.6956084458656413,0.6956092572798426,0.6397198624446302,0.6892698631434275,0.49572765907954586,0.5368708834132014,0.5216455278166681,0.689379897133851
0.765453731484856,0.7656079870409039,0.7140014036615908,0.7595573619446835,0.578587120665385,0.589720686332651,0.5965773379726302,0.7542343671538572
0.7770223847668776,0.777103724333952,0.7268797185872081,0.7701904262319041,0.5831270084148399,0.6016510628999359,0.5933283235825975,0.7692100284102283
0.7859710084154015,0.7856544765792949,0.7166550823091205,0.7734533182859038,0.5704595622686919,0.6058023787244404,0.5934903915182068,0.7815053575547061
0.7167392300399098,0.7163355437369012,0.6569552338428373,0.7028345682476099,0.5004976787753537,0.5376697311592543,0.521789751278172,0.7105727423212995
0.7663287453394364,0.7661084269641927,0.6939115707710408,0.7537460464924823,0.531617947396551,0.5390291603913913,0.5439833757830778,0.7663287453394364
0.7590519278758189,0.7588640646559552,0.6943432794522805,0.7496248589880473,0.4979325082837506,0.5532708491229041,0.5611657845233391,0.7363201645839268
0.7123526162586569,0.712615444377677,0.647914409530055,0.7078438673861535,0.5227749958003769,0.5462565812086657,0.5339089600061289,0.7050265658903077
0.7780455427223882,0.7783592646248606,0.7207618264075468,0.7756229506068154,0.575931558937123,0.6159850563999996,0.6036218099509731,0.7797702017963916
0.7682975347833237,0.7683278103842013,0.6992082259334376,0.7590353381882474,0.5489433908197245,0.5790029523405982,0.5829112909354606,0.7574355835557147
0.707358758148184,0.7072651087749859,0.6471471177808004,0.6994455633606895,0.49213820835676114,0.5253323644700263,0.5188964436585686,0.7015930343081567
0.7617891487568593,0.76157760253536,0.703487991301737,0.7524558367812528,0.5631158905090803,0.5784464649932854,0.5810208112413071,0.7524558367812528
0.7399890573864863,0.7395166453143902,0.6724081826176957,0.7242533261858443,0.538662628862111,0.5537938820379478,0.5417435833534634,0.7242533261858443
0.7451362604293943,0.7454160435427719,0.6870668425648985,0.7450371045958479,0.5090118453988675,0.5414820970964447,0.5546945273495993,0.7451362604293943
0.751486731006541,0.7513149337987484,0.6903527500959336,0.7411550442302803,0.5631316518965839,0.5520240825347152,0.5548345700435019,0.7478117899200785
0.7452999442339066,0.745178215898223,0.6965315365893213,0.7366592735876463,0.5523125434108416,0.5372762799707127,0.5390656107876122,0.735306834117984
0.7730272443911103,0.7728724390127705,0.7236377873401204,0.7639297172568087,0.5697977133538104,0.5925503852279969,0.5884573184400798,0.7709839577507787
0.729504986586966,0.7294009622401088,0.6719208400034791,0.7190704990421287,0.539712612808691,0.5543074533935932,0.5634652195984245,0.7290142432290275
0.7193610639969462,0.7193986526066409,0.6644125466503468,0.7137011664346538,0.498354673465332,0.5383253771847978,0.523986488684264,0.7104657721269312
0.753529494908981,0.7535440711729366,0.696927980109968,0.7444710244369861,0.5288616347604094,0.5458278300374289,0.5521808059325195,0.7444710244369861
0.7684977458698098,0.7683465526971652,0.7191758912655436,0.7591611219752072,0.5650979865872281,0.6002845010780653,0.5929426371101597,0.7626960573457853
0.7080351664920771,0.7086018965745584,0.6768965643096883,0.7103047105559843,0.515338261159538,0.5422892839436869,0.5393170396114545,0.7102199290215605
0.7334627347001943,0.7333697710210486,0.6754469436032023,0.725431445753178,0.5350405594506709,0.5469598565578817,0.540689951076277,0.7313839251595029
0.7633466494978376,0.7635951844253583,0.7012752565036382,0.7595967901043857,0.5570634232589731,0.5738041329611279,0.570709654608313,0.7541241317477475
0.7609189814133316,0.7606255431594997,0.7005421716219236,0.7494776352217708,0.5896353337868002,0.5839907526423549,0.5740288145362635,0.7494776352217708
0.700832138736603,0.7009696759756993,0.6610586124706082,0.6986622014801617,0.5145251821825565,0.5453913036249406,0.5444789154812788,0.7013282376881007
0.7291378414722851,0.7287266334950335,0.6699897833478429,0.7146518184840464,0.5566548778840552,0.571275143158289,0.5624367707205438,0.7230761486793609
0.6943023321790327,0.6941155315401639,0.6309445340953961,0.6821676140946435,0.4595584473458679,0.49387938793196084,0.5050662120124487,0.6802274250136302
0.6902980674039954,0.6906859460873979,0.6489910362658012,0.6906620215802164,0.4490024194539609,0.49798391807684184,0.5071641499524233,0.6906620215802164
0.7041148047417248,0.7043420582063922,0.6661446150336986,0.7027509972181343,0.5175813209680382,0.5173629540659805,0.5208072885577015,0.702119366714635
0.7306768827812988,0.7304003876015067,0.6558846064073132,0.717601063855636,0.5428957986592589,0.57756736015576,0.5624674137475445,0.7211053769499524
0.7525613132668438,0.7530722535437518,0.6981488934316361,0.7517513078243584,0.5277569298524785,0.5551235958148406,0.5503474338601108,0.753640231015337
0.7347770341440102,0.7351133818734303,0.6919822309208158,0.7349971777539777,0.5657032705474977,0.5655380294167658,0.5503723092819934,0.7319421853093195
0.7339136804381179,0.7339280854928737,0.6645716528013357,0.7250064641161849,0.4909012870260151,0.5434561454649793,0.5348807028482718,0.7250064641161849
0.7567513759248992,0.7569814572876886,0.6865446992134931,0.7528312792395349,0.6037503282748213,0.6252624852645641,0.6217436042830327,0.754248021008588
0.7650585685360158,0.7648954726946569,0.6849604494991053,0.7550741804505037,0.5680808087062794,0.5718386104939157,0.5725190100496135,0.7621407300309151
0.7649383191499907,0.7650311603867819,0.6967032578174199,0.756557380332633,0.5524477879362507,0.6026421644450743,0.5941308982846194,0.7649719841430749
0.7872003408696999,0.7865671586720986,0.7112464103310936,0.7700357725786735,0.5588711193448668,0.59235912072344,0.5763980861877591,0.785820726669477
0.7390501151772031,0.7388282838794111,0.6668529611702239,0.727715364798539,0.5718002446037403,0.5631595637688642,0.5682437900921293,0.7292489078348625
0.7441918374091643,0.7442309715249185,0.6944630547459467,0.7375549493423921,0.5643216821325736,0.5462165224325285,0.5645523592277651,0.7426128006182005
0.7158267222309961,0.7159898306695669,0.6627042188258799,0.7115795049271503,0.526502961168186,0.5352193240111098,0.5483736859949344,0.7162028483678884
0.6975916953342829,0.6974547627886971,0.6427755706620466,0.6874376153863581,0.5112468069273334,0.535961373163981,0.5346867803526095,0.6868757225544885
0.7308441336743488,0.7306909189654216,0.6742956757930625,0.7214582812813063,0.53554023967233,0.5806319336496213,0.5514069160658106,0.7171257481658595
0.7474140061490224,0.7478768191216432,0.7003451419009816,0.7489006516705976,0.5371882090002189,0.5511749006155804,0.5655794036673065,0.7489006516705976
0.7228141111995439,0.7229024068092129,0.6714428470430036,0.7169443678150723,0.5182984956618362,0.5360586393644533,0.532327901862385,0.7169443678150723
0.766775851765805,0.7669994050440097,0.7072777041739342,0.7626018080780975,0.5328096223258971,0.548676973779793,0.5420551315477592,0.7673746288586091
0.7315584128530317,0.7319118068892209,0.6908985223609526,0.7319651319947198,0.5268286296617218,0.5439183396614115,0.5362983764354237,0.7290764599559598
0.7192115725665409,0.7191800108433533,0.6689473971464763,0.7108051175550868,0.4679931289118169,0.5127979451397588,0.5076815184607462,0.7152120704309721
0.771418477346854,0.7719640223605342,0.7270808671253839,0.7721581800750702,0.5726502881504546,0.591717036355917,0.6086709638202952,0.7697902409934858
0.7653893626366399,0.7657637889859469,0.714260273483733,0.7636283510933024,0.5800884237542935,0.5952014127676983,0.5884130167146546,0.7636283510933024
