osl,ridge,lasso,enet,knn,SuperLearner
0.9963369037739103,0.9963265486772597,0.0,0.36434559141770473,0.8433055554105747,0.9963265486772597
0.9973532499976717,0.9973528542562016,0.0,0.3719535957043145,0.8431003217632421,0.9973532499976717
0.9967945224509372,0.9967868340965593,0.0,0.36021156206584604,0.8428273822398558,0.9967945224509372
0.9974737429463544,0.997475346801301,0.0,0.36205573308980277,0.8575635968378108,0.997475346801301
0.997505679693327,0.9975103267283738,0.0,0.355809473475474,0.8616306214743935,0.997505679693327
0.9978726454376565,0.9978755455698912,0.0,0.372466806342448,0.8606584956781856,0.9978726454376565
0.9974786933969009,0.9974759441641469,0.0,0.3688046208145931,0.8587624980944378,0.9974759441641469
0.9977501133800248,0.9977511911007271,0.0,0.3763947132718366,0.8614922901412995,0.9977501133800248
0.997859439276089,0.9978582399753189,0.0,0.3551083010360524,0.8596493133344616,0.997859439276089
0.9972995897988999,0.9972948655893076,0.0,0.36542370332094865,0.8555053275684198,0.9972995897988999
0.9961422994049851,0.9961562753011585,0.0,0.3628414132190847,0.8637589455544951,0.9961562753011585
0.9972333785149233,0.9972281209513683,0.0,0.36649694064398164,0.8491305532838722,0.9972281209513683
0.997632832026713,0.9976355465864571,0.0,0.373305934076238,0.8595876353082753,0.997632832026713
0.9972711113985562,0.997267490685986,0.0,0.3457697665484264,0.8560829242302945,0.9972711113985562
0.9968403135628995,0.9968482708577974,0.0,0.3629473301771037,0.8628741060958105,0.9968482708577974
0.997534486207927,0.9975384296487186,-2.220446049250313e-16,0.36403101396827775,0.8603817722565972,0.997534486207927
0.9963255086784204,0.996337861747699,0.0,0.36591494842759487,0.867769723298647,0.9963255086784204
